x,y,label
47.24335,14.4850445,288
2.3003564,44.70132,271
5.2846394,-20.423569,290
-35.225662,-22.782497,272
35.060226,41.561028,291
-8.433871,-5.9827757,276
10.21859,53.252636,260
25.868666,19.585802,292
5.6774797,-20.822838,290
2.087211,-18.813438,290
38.692173,0.58271074,293
34.21419,38.631203,291
-18.504745,-47.50958,282
5.48642,-20.574936,290
26.554523,-31.416632,299
41.43199,16.402906,288
-17.842108,41.916523,279
31.315609,19.14028,292
-52.123714,6.555856,274
-16.505838,41.21795,279
-18.368586,-51.96806,282
19.513086,25.713211,294
6.946745,-55.6805,258
-5.841783,-25.039679,286
2.4186823,7.7663784,277
2.1589096,6.9796305,277
-38.36295,30.292803,287
46.816734,14.253585,288
30.700535,-31.759384,299
7.095878,-55.86375,258
-33.189095,18.624413,273
35.784843,42.038002,291
-51.36284,7.183086,274
-17.042044,40.29823,279
12.667904,-46.19734,298
16.706226,10.542108,283
-7.5679994,-6.5377097,276
-5.4788947,-25.36853,286
-9.990504,-12.819334,276
-20.438456,-19.00344,284
9.049551,47.600883,260
-19.679897,6.5322247,295
18.31433,25.91392,294
-17.956587,-52.08682,282
3.6188524,42.573273,271
19.47499,25.055454,294
-40.33225,33.090347,287
-18.529184,41.40631,279
-37.51372,29.324877,287
-7.945485,-6.649692,276
40.83635,16.695541,288
22.364836,-15.039175,270
-18.093561,42.074142,279
25.892391,18.772532,292
31.057924,-21.642448,269
15.611477,11.943902,283
51.079937,-4.04227,280
3.104674,-18.463669,290
-19.69579,-18.903471,284
-18.72706,41.431675,279
40.615498,16.670496,288
-11.595965,-11.590405,276
3.3633056,43.16031,271
52.662025,-4.9739213,280
26.840094,18.67299,292
35.467537,-0.7510693,293
-18.674828,-52.770706,282
-30.259102,-8.976306,275
-8.830209,-6.7309604,276
11.654994,-46.118977,298
34.715797,38.364407,291
10.640091,-42.0048,298
0.61229485,44.87199,271
-24.445581,-22.254618,284
6.8367434,-24.67787,286
34.06128,38.741486,291
-33.343513,17.938078,273
-25.429203,-7.260258,275
38.555176,1.83903,293
4.818796,-61.391205,258
36.1072,-2.2708268,293
30.280815,-32.24584,299
-40.267918,32.80967,287
-19.271948,6.1697965,295
-2.0247345,15.742094,277
-19.34387,-51.829838,282
5.757505,-60.821537,258
14.903605,4.7627707,283
-48.736305,-9.81704,289
51.005947,-4.743885,280
2.1555495,8.378072,277
-32.037617,16.972153,273
-40.214306,33.500267,287
-39.700615,33.072258,287
-17.289078,-48.444267,282
47.41354,-3.4481936,280
-18.650835,-47.709682,282
8.481172,48.79886,260
38.519928,1.162381,293
23.648539,-17.305618,270
35.774406,41.40514,291
51.84338,-3.4558647,280
-24.344336,-20.944471,284
-34.24159,-33.386383,285
31.455101,-32.69511,299
36.32709,-1.5171922,293
-47.7367,-9.21577,289
10.175001,-41.827057,298
-43.89612,-3.359696,289
-10.607467,-12.963962,276
-8.054289,-6.13749,276
11.02463,53.57793,260
34.500206,37.931416,291
-45.339737,3.1436605,274
-32.82932,18.102037,273
6.2428336,-56.313667,258
-31.339848,-9.573114,275
-31.59711,-8.82973,275
-17.794888,-47.64647,282
-33.490776,18.166874,273
-39.33282,33.284332,287
14.901556,5.8930664,283
18.795012,24.798895,294
-24.253801,-21.63424,284
1.7074397,8.408655,277
26.337389,-31.768791,299
-18.063786,-52.21558,282
-34.056393,14.843138,273
30.27148,19.333862,292
46.7653,-3.515895,280
-9.323978,-7.585613,276
8.635318,47.8509,260
-11.444861,-11.784213,276
39.172302,1.1180973,293
1.3084922,7.824461,277
2.7485332,18.741123,278
-38.450474,29.927227,287
10.30873,53.915825,260
10.679418,52.59805,260
-48.099426,-10.045879,289
26.976734,-21.222816,269
27.035192,-32.40556,299
-33.48726,18.535467,273
-19.027763,-51.415348,282
25.868805,20.33901,292
35.78298,-0.71059793,293
-44.623363,4.4650083,274
3.5662863,18.387222,278
6.1355233,-24.283743,286
4.6563206,18.624836,278
-23.790962,-21.96554,284
-30.32367,-9.448484,275
-2.3271444,15.214041,277
12.928804,-45.80612,298
2.3089287,-18.404295,290
1.850335,8.436841,277
26.055584,-33.3999,299
22.067701,-15.263014,270
26.488333,18.773596,292
-20.48219,6.429247,295
-31.62413,-8.539813,275
-15.413772,38.415237,279
5.309,-59.571007,258
-17.673227,10.8338585,295
-34.35982,-21.461573,272
-31.975285,17.768564,273
3.052315,18.208893,278
15.919013,10.922056,283
30.297998,-21.654943,269
-1.4187216,15.742659,277
14.35033,4.8852825,283
-17.231869,40.35335,279
5.303617,-60.791603,258
-18.525038,-48.39205,282
30.278461,-22.503477,269
26.244402,-33.128807,299
0.14829981,2.6803012,278
11.377803,53.693626,260
30.944407,-32.82082,299
-33.434666,-32.69321,285
-19.034094,-52.080566,282
21.60937,-15.474831,270
-50.496788,6.667089,274
-10.072013,-13.006854,276
51.42186,-3.2139444,280
25.172266,20.812944,292
-40.576714,33.013756,287
26.712086,-32.1726,299
-10.446485,-12.043524,276
-36.546535,-17.399252,272
18.724691,25.97869,294
-31.176811,-9.227295,275
5.9272227,-60.127895,258
-45.48166,3.4675586,274
22.049849,28.915699,294
4.983718,18.646845,278
24.8582,19.967506,292
19.761919,27.063753,294
3.1149068,43.01373,271
26.73584,-21.240898,269
-32.129597,17.528131,273
30.744104,18.796774,292
-27.459806,-7.658757,275
29.763914,-21.825739,269
-18.716356,42.106094,279
-35.213768,-22.086916,272
-34.378532,14.552549,273
9.951636,-42.53814,298
-48.594696,-8.85082,289
-51.446896,7.1927857,274
-24.908314,-21.841347,284
29.865187,-21.68398,269
9.339157,51.73665,260
39.058945,1.534757,293
10.90481,-46.18606,298
38.783085,1.5196495,293
46.127728,14.435307,288
-34.915905,-33.409122,285
9.370305,53.39172,260
-18.344013,11.253185,295
9.165935,47.3806,260
-16.845957,10.849177,295
36.112976,-0.84358686,293
-18.04581,-48.26269,282
34.764114,38.374256,291
-17.867905,-47.876766,282
-44.759117,-2.58564,289
26.233164,-21.112179,269
-51.28465,6.2960134,274
-34.886,14.667537,273
-44.53557,-2.8858793,289
35.724686,-2.4680896,293
5.060056,42.58946,271
6.782693,-24.320986,286
5.5239134,-60.4131,258
52.425163,-2.7008696,280
4.379549,-61.588173,258
16.458765,11.479767,283
-26.220135,-7.8124833,275
-46.057915,3.5693355,274
6.4115276,-20.147877,290
-32.895374,17.844002,273
-0.39616778,14.874524,277
-19.078054,-51.117374,282
-35.209435,-29.116005,285
2.0898576,-18.972082,290
4.9940643,-59.57601,258
-0.608245,2.4795773,278
-27.279657,-7.131695,275
19.15104,27.212788,294
16.254936,11.490368,283
29.969992,-20.962399,269
-1.1800978,1.5831792,278
-1.6904343,14.650507,277
-34.081863,-33.361668,285
5.6245427,-59.817223,258
-26.311323,-8.025967,275
-34.420044,-28.597738,285
-17.75117,-47.67973,282
45.48112,14.860412,288
47.485577,13.877596,288
11.927681,-46.330227,298
-36.977028,-17.59015,272
16.923323,11.326899,283
-1.4640869,15.8443985,277
-0.754494,15.480803,277
-44.8867,-2.214962,289
8.771504,47.97736,260
-15.36127,38.395626,279
-18.969837,6.5523534,295
4.4453216,-59.81512,258
1.2165072,44.372936,271
-34.17075,-33.13799,285
-18.395714,11.217612,295
-32.086487,18.044344,273
35.41996,-2.6364202,293
-34.351128,15.165844,273
-7.445401,-5.885942,276
-19.400715,7.0418963,295
1.7596442,44.3901,271
21.741915,30.747875,294
-34.135784,-21.52187,272
-17.439558,42.629616,279
6.5875516,-19.48509,290
47.41735,-3.531201,280
3.7351997,18.839928,278
-34.29822,14.988959,273
27.010347,18.696085,292
-44.033596,-3.2033672,289
4.9933934,-59.830723,258
-52.787342,6.6884813,274
-1.7265055,14.66603,277
-36.859463,-17.021954,272
-11.146187,-12.234345,276
-52.772278,8.073486,274
26.92084,18.318985,292
15.5682125,5.237405,283
35.62741,41.46566,291
-19.551292,-18.955898,284
-31.112003,-8.397675,275
-34.574055,-32.682674,285
-17.048708,41.546993,279
-20.104246,6.4783387,295
-36.57955,-16.976221,272
25.252077,20.529972,292
47.31457,14.361771,288
30.932285,-34.16417,299
-48.798622,-10.08184,289
31.135998,-32.552887,299
-20.055874,5.967292,295
51.361683,-4.461595,280
-10.304014,-12.304281,276
-18.467106,-50.399506,282
-34.82459,-28.74396,285
19.9065,25.371674,294
-30.737432,-8.112767,275
38.928017,0.7274607,293
-17.082712,10.761713,295
-19.72057,7.367506,295
30.934177,18.790228,292
9.608834,54.033787,260
41.24833,16.520351,288
-38.80276,30.057985,287
35.723938,-2.6739852,293
-36.671566,-16.812834,272
52.1275,-3.2484338,280
2.8994265,-19.181297,290
22.379292,29.772388,294
-37.086117,-17.215847,272
18.480597,27.019695,294
-20.745005,-18.445398,284
-10.264505,-12.797616,276
34.611248,42.021816,291
31.02041,19.578728,292
27.032883,-20.901875,269
-9.016324,-7.262968,276
6.630039,-24.840569,286
-24.670437,-21.920168,284
50.648937,-4.0029397,280
5.6349816,-20.793169,290
2.6163478,-18.330936,290
21.76609,29.544802,294
5.461053,-20.65731,290
-52.46774,7.4156127,274
38.144127,0.82147914,293
-27.13022,-7.8170433,275
21.847174,-15.48263,270
10.210487,-42.60552,298
-32.78293,18.469257,273
0.41359344,2.3364232,278
12.835597,-45.980278,298
10.103672,52.712948,260
2.8089802,18.767057,278
-44.20195,-1.9363577,289
-18.184517,-51.16652,282
30.118658,-20.707062,269
-10.79742,-12.679435,276
-26.486666,-7.210525,275
6.612278,-55.98669,258
-17.009033,41.954678,279
29.894724,-20.636915,269
26.98553,19.483591,292
12.600924,-46.491436,298
-18.332848,42.41934,279
-34.599514,-28.54295,285
25.90955,20.235092,292
8.554735,48.279617,260
30.18674,-21.944336,269
-5.513937,-25.11523,286
14.735242,5.520703,283
-35.156513,-28.468122,285
-34.694183,-22.056063,272
-5.9553905,-24.616259,286
34.29043,38.41383,291
40.75566,16.333199,288
-37.537407,30.042835,287
-48.204067,-8.746153,289
30.497818,-33.05786,299
-32.126987,17.034885,273
-17.578823,41.082554,279
-33.490513,-32.76666,285
35.686485,-1.257973,293
-51.51203,7.6011534,274
34.54965,38.769897,291
13.034687,-45.355465,298
4.4559865,18.372166,278
1.008176,44.10947,271
30.4075,-23.036522,269
39.29819,1.0623763,293
-30.640533,-8.792016,275
-7.9095364,-6.3296366,276
-17.500217,40.748962,279
30.905226,19.494429,292
6.3079834,-24.729168,286
34.96556,38.826633,291
-45.86075,3.2454078,274
-35.11922,15.329905,273
-17.916481,-51.897392,282
16.71829,10.799217,283
47.09617,-3.8429146,280
-35.408646,-28.66682,285
-44.9484,-3.3413749,289
45.912865,15.446858,288
-24.993462,-21.307459,284
4.786907,18.683926,278
51.796715,-3.5830114,280
10.631164,53.66997,260
40.123096,16.170261,288
-6.12518,-25.715113,286
31.929409,-33.903187,299
-6.3277283,-25.47669,286
36.34783,-2.2344666,293
6.295975,-20.457388,290
-8.714265,-6.154722,276
-17.194334,40.47237,279
51.219765,-4.4353743,280
-34.848248,-32.899994,285
30.784542,-33.06065,299
10.795625,54.362434,260
29.766703,-21.847765,269
4.728992,43.36958,271
4.6741586,-60.30292,258
-34.313152,-29.325712,285
4.190377,43.872627,271
0.93014425,44.766056,271
-24.563747,-20.69967,284
-44.0279,-2.5591018,289
52.69326,-4.8870554,280
38.791187,0.63558424,293
-52.015987,7.881618,274
21.494106,-15.619169,270
35.53323,41.773773,291
40.01241,16.34637,288
30.346949,-21.222902,269
-48.026814,-9.325165,289
26.265438,18.01933,292
34.64026,37.96214,291
47.277374,-3.7334926,280
30.22321,-33.756573,299
-34.584877,-21.73291,272
-10.427771,-11.741198,276
4.0321803,43.22214,271
6.499842,-20.025211,290
5.9598413,-61.12564,258
-1.4833025,15.079331,277
35.674038,42.34932,291
-1.1657284,14.935234,277
26.667227,19.741705,292
-10.534844,-12.715725,276
-26.25665,-6.934636,275
23.865568,-17.41762,270
4.531973,-60.15323,258
-24.519535,-21.036238,284
-37.934147,30.509195,287
-18.186615,10.633021,295
30.65517,19.127829,292
35.04447,42.506767,291
-34.894203,-20.758663,272
0.5745785,2.3317955,278
-30.724464,-9.545519,275
12.1633415,-45.449947,298
-17.282822,-48.354336,282
26.717491,19.579012,292
-18.425117,-51.0476,282
-46.2076,3.7286499,274
-0.08477412,1.9231583,278
-48.12891,-10.39546,289
-20.831528,-18.485674,284
16.723022,10.818154,283
-36.94062,-17.475403,272
52.062157,-5.2516017,280
-16.836008,10.112698,295
-31.058977,-8.427236,275
-20.016155,-18.152843,284
-36.450497,-16.796906,272
-34.246765,-32.727245,285
-9.699258,-12.292893,276
-34.606895,-29.229448,285
2.8299723,18.641676,278
-26.56113,-6.9698935,275
0.4583348,2.7043257,278
-18.40737,-48.45411,282
35.51908,-1.4487289,293
6.3494105,-55.6785,258
6.6152387,-56.135597,258
15.591779,11.907348,283
-16.45835,41.03578,279
-31.438152,-9.101713,275
-26.306967,-7.729505,275
46.680325,-3.772258,280
9.186044,47.57681,260
-2.038586,15.389071,277
-15.458817,37.98355,279
29.912958,-33.385452,299
2.7341657,-19.319916,290
6.8919415,-55.621628,258
22.088512,-15.810919,270
-40.60644,33.52046,287
2.8150282,18.082287,278
21.671991,30.866478,294
-1.0023255,1.6137087,278
-24.533918,-22.228977,284
-34.428375,15.188175,273
26.633556,-31.267332,299
51.253624,-3.499167,280
-20.28894,7.45164,295
30.429766,-33.448364,299
46.180977,15.063248,288
-8.762234,-7.065291,276
11.125678,-41.737614,298
14.435017,5.1688657,283
-15.110698,38.007385,279
10.215064,52.359055,260
11.4936075,-45.773983,298
10.838661,-42.67089,298
-16.811554,10.169081,295
4.1853933,42.75849,271
-39.331482,33.53615,287
-32.630936,17.10761,273
-34.274555,-28.812794,285
25.51633,20.244877,292
-19.534737,5.9766603,295
23.273436,-17.384806,270
25.925678,-32.612587,299
-8.940863,-6.418457,276
-5.875419,-25.75921,286
-20.56609,6.7158437,295
-45.56371,4.456936,274
-34.199863,-21.011885,272
40.69169,15.661171,288
3.2713952,18.801079,278
10.3648205,54.301754,260
23.336761,-17.268263,270
22.52883,29.223745,294
-43.94277,-2.1390474,289
-34.607388,-21.031475,272
26.254751,-33.376457,299
15.263083,5.144956,283
26.273006,-21.110863,269
-15.338012,37.855022,279
-52.387707,7.748181,274
47.47306,-3.6559296,280
6.764276,-24.041563,286
22.486403,-15.093992,270
9.719865,53.986294,260
-45.896786,3.6284177,274
-44.32513,-2.391023,289
-52.059647,6.0647316,274
6.4916544,-24.57312,286
31.250126,-32.17256,299
-27.282867,-8.075678,275
11.656964,-41.939953,298
-34.691666,-32.894127,285
-35.125103,-20.86277,272
2.0329359,-19.063984,290
52.125095,-5.30193,280
-34.883526,15.049674,273
38.989986,2.1684997,293
0.5717212,44.76536,271
-24.972261,-22.139486,284
-34.490025,-33.438786,285
11.450986,-42.126728,298
6.0237627,-60.504948,258
26.481712,-32.845135,299
4.349828,-59.686142,258
30.66242,-21.220242,269
47.04475,13.827142,288
47.340744,13.863349,288
34.116432,37.849163,291
6.788776,-56.24896,258
15.658512,10.322373,283
19.875332,25.385595,294
40.233334,16.579062,288
-17.01805,42.34502,279
18.59228,27.015457,294
10.738197,53.092438,260
46.43075,14.226712,288
15.241503,4.620857,283
35.439808,41.334934,291
14.763592,3.8335214,283
-35.07049,-29.157963,285
-1.5167536,15.439937,277
-0.34897572,44.112644,271
-32.536682,18.385008,273
-30.533222,-8.691509,275
14.934303,3.422505,283
2.133196,7.120802,277
-44.527843,-2.2436888,289
-19.77543,-18.834637,284
6.0211873,-59.739765,258
47.380966,14.574606,288
-48.60404,-9.126963,289
9.053521,48.188934,260
3.1571243,-18.69285,290
6.1566925,-24.665459,286
30.618122,-32.015373,299
15.944754,11.940547,283
1.6072804,7.247191,277
2.8295648,-18.374765,290
45.768967,15.588228,288
-44.59863,-3.2379541,289
-19.651236,7.307841,295
-36.17769,-17.521513,272
21.19838,30.743673,294
8.44852,48.158993,260
30.44679,-22.76211,269
7.216084,-56.122826,258
-40.15306,33.61259,287
51.08252,-3.653215,280
-45.68429,3.9454584,274
-23.898602,-20.743036,284
-35.145695,-22.47942,272
-38.36649,29.553053,287
27.181837,-20.895948,269
14.605122,4.6336484,283
-31.69782,17.550964,273
